321,Organizational Psychology,Bachelors,"$48,300","$87,200"
323,European History,Bachelors,"$49,700","$87,100"
324,Urban & Regional Planning,Bachelors,"$47,500","$87,000"
325,Real Estate Development,Bachelors,"$54,400","$86,800"
326,Applied Technology,Bachelors,"$52,900","$86,700"
326,Entomology,Bachelors,"$44,000","$86,700"
328,Architectural Engineering Technology,Bachelors,"$49,900","$86,600"
328,Public Affairs,Bachelors,"$49,700","$86,600"
330,Entrepreneurship,Bachelors,"$51,400","$86,500"
331,Business Management & Marketing,Bachelors,"$45,800","$86,400"
332,Digital Arts,Bachelors,"$43,200","$86,300"
333,Industrial Safety,Bachelors,"$53,200","$86,200"
333,Logistics,Bachelors,"$54,800","$86,200"
335,Hotel Management,Bachelors,"$44,500","$86,100"
336,Cell & Molecular Biology,Bachelors,"$48,900","$86,000"
336,Global Business Management,Bachelors,"$53,200","$86,000"
338,Technical Management,Bachelors,"$57,800","$85,900"
338,Computer & Network Administration,Bachelors,"$54,100","$85,900"
340,Police Science,Bachelors,"$53,400","$85,800"
340,Pre-law,Bachelors,"$44,700","$85,800"
342,Business Communication,Bachelors,"$47,600","$85,600"
342,Microbiology,Bachelors,"$46,200","$85,600"
342,Professional Aeronautics,Bachelors,"$57,700","$85,600"
345,Advertising & Promotion,Bachelors,"$42,400","$85,500"
346,Network Systems Administration,Bachelors,"$53,500","$85,400"
347,Construction Technology,Bachelors,"$55,500","$85,300"
348,Electronic & Computer Technology,Bachelors,"$61,300","$85,000"
348,Marketing & Advertising,Bachelors,"$47,200","$85,000"
350,Electronic Systems Technology (EST),Bachelors,"$61,800","$84,900"
351,International Studies,Bachelors,"$47,500","$84,800"
352,Construction Engineering Technology,Bachelors,"$53,000","$84,700"
353,Applied Science,Bachelors,"$44,100","$84,600"
354,Accounting Information Systems,Bachelors,"$60,000","$84,500"
354,Environmental Health,Bachelors,"$48,100","$84,500"
354,Technology,Bachelors,"$53,400","$84,500"
357,Biosystems Engineering,Bachelors,"$62,000","$84,200"
358,Fashion Design,Bachelors,"$44,800","$84,100"
359,Agribusiness Management,Bachelors,"$47,600","$84,000"
359,German Language,Bachelors,"$48,200","$84,000"
361,Professional Pilot Education,Bachelors,"$59,800","$83,900"
361,Textile Technology,Bachelors,"$51,500","$83,900"
363,Manufacturing Systems,Bachelors,"$71,700","$83,600"
364,Diagnostic Medical Ultrasound,Bachelors,"$60,800","$83,500"
364,Marketing & Mass Communications,Bachelors,"$41,800","$83,500"
366,General Business,Bachelors,"$47,600","$83,400"
366,Computer Graphics Technology (CGT),Bachelors,"$46,800","$83,400"
368,Agricultural Systems Technology,Bachelors,"$54,000","$83,300"
368,Health Care,Bachelors,"$41,700","$83,300"
368,Hospital Administration,Bachelors,"$49,600","$83,300"
368,Personal Financial Planning,Bachelors,"$51,200","$83,300"
372,Business Technology Management,Bachelors,"$52,900","$83,200"
373,Health Policy & Administration,Bachelors,"$48,300","$83,100"
374,Math & Science,Bachelors,"$54,400","$82,900"
375,Architectural Design,Bachelors,"$46,000","$82,800"
375,Environmental Science,Bachelors,"$46,500","$82,800"
377,Advertising & Marketing,Bachelors,"$46,300","$82,700"
377,Animation,Bachelors,"$43,100","$82,700"
379,General Science,Bachelors,"$46,900","$82,600"
380,Biology & Chemistry,Bachelors,"$46,700","$82,500"
381,American Studies,Bachelors,"$49,000","$82,400"
381,Product Design Engineering,Bachelors,"$61,500","$82,400"
383,Aviation Maintenance Technology,Bachelors,"$49,800","$82,300"
383,Film Studies,Bachelors,"$42,500","$82,300"
383,Magazine Journalism,Bachelors,"$44,500","$82,300"
386,Web & Digital Media Development,Bachelors,"$48,400","$82,200"
387,Digital Media Design,Bachelors,"$45,200","$82,000"
387,English Literature,Bachelors,"$45,400","$82,000"
387,History & Politics,Bachelors,"$47,200","$82,000"
387,Human Biology,Bachelors,"$48,400","$82,000"
391,Business Management & Human Resources Management (HRM),Bachelors,"$44,700","$81,900"
391,Architectural Technology,Bachelors,"$44,700","$81,900"
391,Design,Bachelors,"$49,400","$81,900"
391,Philosophy & Religion,Bachelors,"$41,800","$81,900"
391,Physiology,Bachelors,"$46,900","$81,900"
396,Business Administration,Bachelors,"$49,700","$81,700"
396,French Studies,Bachelors,"$49,500","$81,700"
396,Land Surveying,Bachelors,"$48,700","$81,700"
399,Management,Bachelors,"$49,000","$81,600"
400,Geographic Information Systems (GIS),Bachelors,"$47,100","$81,500"
400,Interactive Media Design,Bachelors,"$51,800","$81,500"
402,Architectural Studies,Bachelors,"$43,100","$81,400"
403,Business Administration & Accounting,Bachelors,"$50,300","$81,300"
403,Industrial Arts,Bachelors,"$46,500","$81,300"
405,Textile Design,Bachelors,"$47,400","$81,200"
406,Textile & Apparel Studies,Bachelors,"$43,800","$81,100"
407,Accounting & Management,Bachelors,"$49,700","$81,000"
408,Nursing Science,Bachelors,"$63,700","$80,900"
409,Business Management,Bachelors,"$48,800","$80,800"
409,Linguistics,Bachelors,"$49,300","$80,800"
411,Agronomy,Bachelors,"$49,100","$80,700"
411,Corporate Communications,Bachelors,"$45,300","$80,700"
411,Neuroscience,Bachelors,"$47,800","$80,700"
414,Communication Studies & Journalism,Bachelors,"$42,500","$80,600"
415,Sociology & Organizational Studies,Bachelors,"$48,200","$80,500"
416,Nursing,Bachelors,"$61,700","$80,400"
417,Toxicology,Bachelors,"$43,800","$80,300"
417,History,Bachelors,"$45,300","$80,300"
417,Agricultural Science,Bachelors,"$46,900","$80,300"
420,Biology,Bachelors,"$44,500","$80,200"
420,Crop Science,Bachelors,"$45,200","$80,200"
420,French Language,Bachelors,"$46,600","$80,200"
423,Environmental Studies,Bachelors,"$45,900","$80,100"
423,Management (MGT),Bachelors,"$44,800","$80,100"
425,Communication,Bachelors,"$45,300","$79,900"
426,General & Strategic Management,Bachelors,"$48,900","$79,800"
426,Merchandising Management,Bachelors,"$44,200","$79,800"
428,Dental Hygiene,Bachelors,"$70,400","$79,600"
428,Hydrology,Bachelors,"$45,300","$79,600"
430,Global Business,Bachelors,"$53,200","$79,500"
430,Retail & Consumer Science,Bachelors,"$48,500","$79,500"
430,Literature,Bachelors,"$44,400","$79,500"
433,Emergency Management,Bachelors,"$49,600","$79,400"
433,Interpersonal & Organizational Communication,Bachelors,"$40,300","$79,400"
433,Nuclear Medicine,Bachelors,"$57,800","$79,400"
436,History & Political Science,Bachelors,"$48,400","$79,300"
437,Retail Merchandising,Bachelors,"$48,000","$79,200"
438,Agriculture,Bachelors,"$45,300","$79,100"
438,Environmental Management,Bachelors,"$47,300","$79,100"
438,Professional & Technical Writing,Bachelors,"$46,000","$79,100"
441,International Development Studies,Bachelors,"$45,500","$79,000"
441,Workforce Education & Development,Bachelors,"$57,100","$79,000"
441,Journalism & Mass Communication,Bachelors,"$43,700","$79,000"
444,Pre-Medicine,Bachelors,"$48,400","$78,900"
445,Bachelor in Science Nursing,Bachelors,"$61,000","$78,800"
445,Network Technology,Bachelors,"$54,900","$78,800"
447,Theatre & Drama Studies,Bachelors,"$41,500","$78,600"
448,Law,Bachelors,"$51,900","$78,500"
449,Law Enforcement,Bachelors,"$43,800","$78,400"
449,Printing Technology,Bachelors,"$43,800","$78,400"
449,Public Relations & Communication,Bachelors,"$43,600","$78,400"
